"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Weapon_Packs/MilitaryWeapSilver/Weapons/Materials/M_WeaponMaster_01.M_WeaponMaster_01","49","47","47","1","30.948191","0","47"
"/Game/Weapon_Packs/MilitaryWeapSilver/FX/Materials/M_Pistol_Smoke_2x2_A.M_Pistol_Smoke_2x2_A","49","56","56","1","27.067387","0","0"
"/Game/Weapon_Packs/MilitaryWeapSilver/FX/Materials/M_GlowSphere_01.M_GlowSphere_01","49","14","14","1","4.850365","0","14"
"/Game/Weapon_Packs/MilitaryWeapSilver/FX/Materials/M_Pistol_Streaks_01.M_Pistol_Streaks_01","49","11","11","1","0.000000","0","11"
"/Game/FX_Effects/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","49","36","36","2","11.846205","0","36"
"/Game/FX_Effects/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","49","68","76","2","30.336088","0","76"
"/Game/FX_Effects/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","49","11","11","1","4.167572","0","11"
"/Game/Template_Characters/First_Person/Character/Materials/M_Mannequin.M_Mannequin","49","82","88","2","57.822296","9","88"
"/Game/FX_Effects/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","49","17","17","1","5.784688","0","17"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","241","256","6","247.664474","0","256"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","397","412","6","263.987335","0","412"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","397","412","6","257.841248","0","412"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","142","142","2","356.714355","0","142"
"/InterchangeAssets/gltf/M_Default.M_Default","49","409","436","6","309.053101","0","436"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","409","436","6","303.447449","0","436"
"/Game/Template_Characters/Third_Person/Mannequins/Materials/M_Mannequin.M_Mannequin","49","82","88","2","0.000000","1","88"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","49","38","38","1","19.459064","0","38"
"/Engine/EditorMaterials/GridMaterial.GridMaterial","49","14","14","1","5.774586","0","14"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","47","47","1","26.086966","0","47"
"/Game/Weapon_Packs/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Weapon_Master_USE.M_Weapon_Master_USE","49","71","75","1","36.933479","0","75"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","69","69","3","46.523781","0","69"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","23","23","1","12.180376","0","23"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","47","47","1","0.000000","0","47"
